expver,time,tp
1,2020-07-12 00:00:00,0.00064751133
1,2020-07-12 01:00:00,0.00069822
1,2020-07-12 02:00:00,0.0005158633
1,2020-07-12 08:00:00,0.0003959164
1,2020-07-12 09:00:00,0.0008922778
1,2020-07-12 10:00:00,0.0005061105
1,2020-07-12 11:00:00,0.0018810984
1,2020-07-12 12:00:00,0.00018820539
1,2020-07-12 15:00:00,0.00022916123
1,2020-07-13 07:00:00,0.00036763772
1,2020-07-13 10:00:00,0.00046613067
1,2020-07-13 11:00:00,0.00026719272
1,2020-07-14 08:00:00,0.00057047233
1,2020-07-15 04:00:00,0.00035203248
1,2020-07-15 05:00:00,0.0001696758
1,2020-07-15 06:00:00,0.0004729554
1,2020-07-15 07:00:00,0.00025354326
1,2020-07-16 07:00:00,0.00059582666
1,2020-07-16 08:00:00,0.0005636439
1,2020-07-17 11:00:00,0.0003081523
1,2020-07-18 06:00:00,0.00032667816
1,2020-07-18 09:00:00,0.00034325942
1,2020-07-18 11:00:00,0.0017874818
1,2020-07-18 12:00:00,0.00091763213
1,2020-07-19 07:00:00,0.00031692907
1,2020-07-19 08:00:00,0.0004290715
1,2020-07-19 09:00:00,0.00051001087
1,2020-07-19 10:00:00,0.0007450264
1,2020-07-19 11:00:00,0.0016704611
1,2020-07-20 00:00:00,0.00036861375
1,2020-07-20 01:00:00,0.00043687224
1,2020-07-20 02:00:00,0.00041054562
1,2020-07-20 04:00:00,0.0005919263
1,2020-07-20 05:00:00,0.00046905503
1,2020-07-20 07:00:00,0.0004963577
1,2020-07-20 08:00:00,0.0003578849
1,2020-07-21 01:00:00,0.00040859357
1,2020-07-21 02:00:00,0.00086887367
1,2020-07-21 03:00:00,0.001221884
1,2020-07-21 14:00:00,0.00044564903
1,2020-07-21 15:00:00,0.0006894432
1,2020-07-21 23:00:00,0.00021843612
1,2020-07-26 08:00:00,0.00033838302
1,2020-07-26 09:00:00,0.00082986616
1,2020-07-26 10:00:00,0.00096931495
1,2020-07-26 11:00:00,0.0020439513
1,2020-07-26 12:00:00,0.0007820837
1,2020-07-27 11:00:00,0.0009371359
1,2020-07-27 12:00:00,0.0016509593
1,2020-07-27 13:00:00,0.000468079
1,2020-07-29 07:00:00,0.00050025806
1,2020-07-29 08:00:00,0.000883501
1,2020-07-29 12:00:00,0.00041346997
1,2020-07-29 13:00:00,0.00031985343
1,2020-07-29 14:00:00,0.0006904192
1,2020-07-29 19:00:00,0.00069724396
1,2020-07-29 20:00:00,0.00080061145
